ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Healthy
5465,3,1,0,8.0,57.0,1,2,1,1.0,1,1,0,11.0,1.0,1,0.0,84.0,1
5466,5,2,1,6.0,86.0,1,0,1,4.0,1,0,0,11.0,1.0,0,3.0,68.0,1
5467,6,0,1,11.0,47.0,1,3,2,1.0,1,0,0,10.0,0.0,3,1.0,46.0,1
5468,0,1,1,2.0,70.0,1,0,1,3.0,0,0,1,13.0,1.0,3,1.0,79.0,1
5469,6,0,0,11.0,43.0,0,1,3,2.0,0,0,0,10.0,3.0,1,3.0,57.0,1
5470,12,0,0,12.0,26.0,1,3,2,1.0,0,0,0,9.0,3.0,0,3.0,45.0,1
5471,4,2,0,11.0,47.0,1,0,2,4.0,1,0,0,9.0,0.0,2,1.0,73.0,1
5472,11,2,1,5.0,50.0,1,3,0,5.0,0,1,0,10.0,2.0,3,0.0,56.0,0
5473,5,2,1,6.0,36.0,0,2,1,2.0,0,1,0,10.0,0.0,3,3.0,99.0,1
5474,9,0,1,10.0,44.0,0,0,1,4.0,1,0,0,9.0,2.0,0,2.0,63.0,1
5476,10,0,1,11.0,47.0,0,1,0,0.0,1,1,0,12.0,1.0,3,1.0,66.0,0
5477,3,2,1,7.0,24.0,1,3,2,4.0,1,0,0,10.0,0.0,1,2.0,71.0,1
5478,7,0,0,7.0,49.0,1,2,3,4.0,0,1,1,13.0,2.0,3,1.0,62.0,0
5479,9,0,0,9.0,45.0,1,3,2,2.0,0,1,0,12.0,1.0,3,1.0,88.0,1
5480,9,0,0,6.0,46.0,1,0,3,3.0,1,1,1,11.0,2.0,1,1.0,73.0,0
5481,12,0,0,7.0,33.0,1,2,1,2.0,0,0,0,12.0,0.0,3,1.0,57.0,1
5482,4,2,1,2.0,29.0,0,3,1,1.0,0,1,0,13.0,1.0,1,4.0,82.0,1
5483,11,2,1,10.0,56.0,0,0,3,3.0,1,0,0,10.0,3.0,2,2.0,57.0,1
5484,6,0,0,12.0,22.0,1,0,2,1.0,0,1,1,8.0,2.0,2,0.0,61.0,0
5485,0,1,1,8.0,57.0,1,0,0,4.0,1,1,0,10.0,3.0,3,1.0,100.0,0
5486,3,1,0,4.0,32.0,1,0,1,1.0,1,0,0,10.0,1.0,1,1.0,65.0,1
5487,2,1,0,8.0,83.0,0,1,2,2.0,0,1,0,11.0,1.0,3,2.0,64.0,1
5488,13,1,1,12.0,86.0,0,3,3,2.0,1,0,1,10.0,1.0,3,1.0,70.0,0
5489,9,0,0,13.0,55.0,1,0,1,4.0,1,1,0,11.0,2.0,1,2.0,30.0,1
5490,8,0,0,4.0,75.0,1,1,1,1.0,0,1,1,10.0,2.0,3,1.0,59.0,1
5491,4,2,1,10.0,20.0,0,0,3,4.0,0,1,0,11.0,2.0,0,4.0,78.0,0
5492,10,0,0,13.0,57.0,1,3,1,5.0,1,1,0,10.0,1.0,0,1.0,54.0,1
5493,10,0,1,8.0,79.0,0,0,1,5.0,0,1,0,10.0,0.0,2,1.0,82.0,1
5494,4,2,1,7.0,69.0,1,0,3,2.0,0,1,0,11.0,1.0,2,4.0,100.0,0
5495,8,0,1,7.0,61.0,1,2,0,3.0,0,0,0,12.0,2.0,3,3.0,98.0,1
5496,5,2,0,10.0,52.0,1,0,2,3.0,0,1,0,11.0,3.0,0,2.0,60.0,1
5497,1,2,0,2.0,42.0,1,1,0,3.0,0,1,0,9.0,2.0,3,2.0,81.0,1
5498,1,2,1,8.0,42.0,0,0,0,2.0,0,1,0,11.0,2.0,3,1.0,96.0,1
5499,11,2,0,2.0,54.0,0,3,2,3.0,0,0,0,11.0,1.0,3,3.0,52.0,1
5500,4,2,1,11.0,53.0,0,0,3,2.0,0,0,0,14.0,4.0,3,0.0,58.0,1
5501,2,1,0,9.0,34.0,1,2,1,5.0,1,0,0,9.0,1.0,1,1.0,57.0,1
5502,13,1,1,3.0,62.0,1,0,0,3.0,0,1,0,12.0,0.0,2,1.0,86.0,0
5503,11,2,1,9.0,59.0,1,1,2,3.0,1,0,0,13.0,0.0,3,1.0,79.0,1
5504,4,2,1,2.0,48.0,1,3,2,4.0,0,0,0,12.0,1.0,3,2.0,62.0,1
5505,1,2,1,5.0,58.0,1,3,2,3.0,0,1,0,11.0,3.0,3,0.0,83.0,1
5506,0,1,1,12.0,77.0,0,0,1,3.0,1,0,0,14.0,1.0,0,1.0,47.0,1
5507,4,2,1,9.0,41.0,1,0,2,1.0,1,0,0,9.0,0.0,2,1.0,62.0,1
5508,10,0,1,7.0,33.0,0,0,0,6.0,0,0,0,11.0,1.0,2,1.0,66.0,1
5509,11,2,1,6.0,44.0,1,0,3,3.0,0,0,0,10.0,2.0,0,1.0,37.0,1
5510,4,2,1,13.0,30.0,0,1,3,4.0,0,0,0,10.0,3.0,1,2.0,50.0,1
5511,6,0,1,10.0,58.0,1,1,0,0.0,0,1,0,11.0,0.0,0,0.0,30.0,0
5512,4,2,1,10.0,41.0,1,0,1,2.0,0,0,0,8.0,1.0,2,0.0,65.0,1
5513,6,0,1,6.0,45.0,0,0,2,1.0,1,0,0,11.0,1.0,3,2.0,62.0,1
5514,9,0,0,9.0,50.0,1,1,0,1.0,1,0,0,12.0,1.0,0,1.0,61.0,0
5515,3,1,1,13.0,51.0,0,3,1,5.0,0,0,0,11.0,2.0,2,2.0,43.0,1
5516,7,0,1,5.0,39.0,0,0,0,3.0,0,0,0,10.0,2.0,1,1.0,70.0,1
5517,9,0,1,9.0,22.0,0,0,2,1.0,1,0,0,13.0,1.0,0,2.0,59.0,1
5518,12,0,0,13.0,42.0,0,3,1,4.0,1,1,0,10.0,1.0,3,2.0,52.0,1
5519,6,0,1,2.0,50.0,1,0,1,0.0,1,1,0,9.0,1.0,0,1.0,65.0,1
5520,13,1,0,5.0,10.0,1,0,0,5.0,0,0,0,13.0,2.0,3,1.0,54.0,0
5521,5,2,0,8.0,55.0,1,0,0,4.0,0,0,0,9.0,1.0,1,3.0,61.0,1
5522,2,1,1,13.0,54.0,1,1,3,3.0,1,0,0,10.0,2.0,0,1.0,93.0,0
5523,4,2,1,10.0,54.0,1,0,0,1.0,1,0,0,8.0,2.0,3,3.0,49.0,1
5524,1,2,1,7.0,51.0,1,0,3,3.0,0,0,0,9.0,0.0,0,2.0,62.0,1
5525,12,0,1,12.0,34.0,0,0,3,2.0,1,0,0,11.0,2.0,1,1.0,81.0,1
5526,7,0,0,8.0,58.0,0,2,1,3.0,0,0,0,11.0,2.0,0,2.0,82.0,1
5527,14,2,1,5.0,27.0,1,0,3,1.0,0,1,0,10.0,2.0,2,1.0,90.0,0
5528,9,0,0,8.0,58.0,0,1,3,4.0,0,0,0,13.0,2.0,3,0.0,81.0,1
5529,11,2,0,9.0,50.0,0,0,0,2.0,0,1,0,10.0,2.0,0,0.0,77.0,0
5530,10,0,0,10.0,64.0,1,2,2,1.0,0,1,0,8.0,2.0,1,3.0,87.0,1
5531,10,0,0,4.0,37.0,0,1,1,5.0,1,1,0,11.0,2.0,0,1.0,76.0,1
5532,1,2,0,12.0,28.0,1,3,3,3.0,0,0,0,9.0,1.0,3,2.0,61.0,1
5533,0,1,0,1.0,44.0,0,1,2,3.0,1,1,0,10.0,2.0,0,2.0,88.0,1
5534,3,0,0,3.0,43.0,1,1,0,3.0,1,0,0,11.0,0.0,3,0.0,64.0,1
5535,11,2,1,7.0,62.0,1,3,3,1.0,1,1,0,11.0,1.0,1,1.0,48.0,1
5536,1,2,1,4.0,60.0,0,0,3,2.0,1,0,0,11.0,1.0,2,0.0,55.0,1
5537,4,2,1,6.0,64.0,1,0,3,3.0,0,0,0,11.0,2.0,3,1.0,47.0,1
5538,0,1,0,7.0,50.0,1,3,3,2.0,1,0,0,10.0,1.0,1,0.0,65.0,1
5539,10,0,0,10.0,55.0,1,3,1,1.0,0,0,0,11.0,3.0,2,0.0,61.0,1
5540,1,2,0,5.0,78.0,1,1,2,2.0,1,1,0,8.0,2.0,3,2.0,65.0,1
5541,5,2,1,7.0,32.0,1,0,3,2.0,0,0,0,11.0,1.0,3,1.0,45.0,1
5542,2,1,1,5.0,67.0,0,1,3,2.0,1,0,0,12.0,3.0,3,0.0,73.0,1
5543,8,0,0,7.0,45.0,0,1,3,3.0,0,1,0,11.0,1.0,0,0.0,53.0,0
5544,13,1,0,13.0,68.0,1,2,3,5.0,0,1,0,14.0,3.0,3,0.0,60.0,0
5545,4,2,1,3.0,52.0,1,1,2,4.0,0,0,0,13.0,0.0,1,2.0,56.0,1
5546,11,2,1,3.0,56.0,1,3,2,3.0,1,1,0,10.0,1.0,1,0.0,87.0,1
5548,0,1,1,1.0,43.0,0,2,3,2.0,0,1,0,11.0,0.0,0,2.0,65.0,0
5549,9,0,0,3.0,69.0,1,3,1,1.0,1,1,0,12.0,2.0,1,0.0,76.0,1
5550,9,0,0,5.0,47.0,0,0,1,2.0,0,1,0,9.0,3.0,3,2.0,48.0,1
5551,1,2,1,8.0,25.0,1,2,2,3.0,0,1,0,11.0,2.0,2,1.0,69.0,1
5552,1,2,1,12.0,25.0,0,0,3,4.0,0,0,0,11.0,1.0,2,1.0,55.0,1
5553,8,0,0,12.0,42.0,1,2,1,3.0,0,0,0,13.0,1.0,2,3.0,57.0,1
5554,4,0,1,5.0,44.0,1,2,2,3.0,1,1,1,13.0,1.0,0,0.0,47.0,0
5555,9,0,0,8.0,39.0,1,2,3,4.0,1,1,0,11.0,3.0,2,0.0,73.0,0
5556,3,1,1,1.0,54.0,1,2,0,3.0,1,1,0,10.0,2.0,2,2.0,77.0,0
5557,6,0,0,12.0,53.0,1,2,0,4.0,1,1,0,11.0,2.0,2,1.0,64.0,0
5558,2,1,1,3.0,44.0,1,1,0,2.0,0,1,0,10.0,2.0,0,0.0,50.0,0
5559,13,1,0,3.0,78.0,1,2,0,1.0,0,1,0,11.0,2.0,2,1.0,53.0,1
5560,9,0,1,4.0,38.0,0,3,1,2.0,1,1,0,12.0,3.0,2,1.0,78.0,1
5561,4,2,0,3.0,79.0,1,3,3,3.0,1,1,0,12.0,0.0,2,0.0,35.0,0
5562,3,2,1,8.0,47.0,1,3,2,0.0,0,0,0,11.0,3.0,3,3.0,66.0,1
5563,5,2,1,1.0,35.0,1,0,2,2.0,0,1,0,12.0,1.0,3,4.0,37.0,1
5564,8,0,1,7.0,63.0,1,0,2,3.0,1,1,0,11.0,2.0,1,1.0,72.0,1
5565,12,0,1,6.0,59.0,1,2,2,4.0,1,0,0,10.0,0.0,3,4.0,82.0,1
5566,8,0,0,9.0,50.0,1,1,3,1.0,1,0,0,10.0,2.0,3,0.0,30.0,0
5567,13,1,0,5.0,45.0,1,0,2,1.0,0,0,0,11.0,0.0,0,3.0,45.0,1
5568,2,1,0,11.0,30.0,1,2,0,1.0,0,0,0,12.0,1.0,3,0.0,81.0,0
5569,6,0,0,2.0,67.0,1,0,3,1.0,1,1,0,11.0,2.0,3,1.0,63.0,1
5570,6,0,1,7.0,69.0,1,2,2,2.0,1,1,0,8.0,1.0,3,2.0,44.0,1
5571,12,0,0,2.0,64.0,1,0,1,2.0,0,0,0,9.0,0.0,3,4.0,65.0,1
5573,8,0,1,13.0,66.0,1,2,0,1.0,0,0,0,9.0,1.0,1,0.0,60.0,0
5574,13,1,0,5.0,49.0,0,0,1,1.0,1,1,0,14.0,0.0,2,2.0,86.0,1
5575,0,1,0,1.0,55.0,1,0,3,0.0,1,0,0,10.0,1.0,0,0.0,68.0,1
5576,12,0,0,6.0,36.0,1,1,1,2.0,0,0,1,9.0,2.0,3,2.0,61.0,1
5577,2,1,0,2.0,79.0,0,3,2,1.0,1,1,0,11.0,2.0,1,4.0,80.0,1
5578,7,0,1,13.0,56.0,1,1,3,3.0,0,0,0,12.0,0.0,2,4.0,54.0,1
5579,5,2,1,11.0,60.0,0,1,1,3.0,0,1,0,10.0,1.0,3,0.0,55.0,0
5580,9,0,1,4.0,54.0,0,0,0,3.0,1,0,0,10.0,2.0,0,0.0,90.0,1
5581,12,0,0,8.0,46.0,1,0,3,1.0,0,1,0,12.0,2.0,3,2.0,49.0,0
5582,5,2,1,4.0,53.0,1,1,0,2.0,0,1,0,10.0,0.0,3,1.0,72.0,1
5583,11,2,1,9.0,49.0,1,0,2,2.0,0,1,0,10.0,0.0,0,1.0,78.0,1
5584,3,1,1,7.0,80.0,1,0,1,3.0,0,0,0,12.0,1.0,3,4.0,76.0,1
5585,7,0,1,6.0,50.0,0,1,2,1.0,1,1,0,11.0,0.0,3,1.0,60.0,1
5586,9,0,0,7.0,54.0,1,0,3,2.0,1,0,0,12.0,2.0,2,1.0,94.0,1
5587,10,0,1,3.0,46.0,1,3,1,3.0,0,1,0,13.0,2.0,3,2.0,68.0,1
5588,1,2,0,12.0,61.0,1,2,2,3.0,0,1,0,13.0,3.0,0,1.0,66.0,1
5589,2,1,1,9.0,43.0,1,1,3,3.0,0,1,0,14.0,2.0,0,1.0,75.0,0
5590,7,0,0,1.0,33.0,0,0,0,3.0,0,1,0,10.0,1.0,3,0.0,78.0,0
5591,11,2,1,12.0,73.0,1,0,2,6.0,1,0,0,13.0,1.0,1,0.0,44.0,1
5592,10,0,1,13.0,39.0,1,3,0,2.0,0,1,0,9.0,1.0,3,2.0,70.0,1
5593,9,0,1,9.0,55.0,1,1,1,3.0,1,1,0,11.0,2.0,3,0.0,73.0,0
5594,3,0,1,7.0,26.0,1,3,2,4.0,0,1,0,11.0,1.0,0,2.0,72.0,1
5595,11,2,1,8.0,50.0,1,2,3,2.0,0,1,0,10.0,2.0,0,4.0,58.0,1
5596,13,1,1,7.0,21.0,0,0,3,2.0,0,1,0,11.0,2.0,3,0.0,80.0,0
5597,14,2,1,10.0,46.0,1,0,2,0.0,0,1,0,13.0,1.0,1,2.0,72.0,1
5598,12,0,0,1.0,58.0,0,0,0,4.0,0,0,0,8.0,1.0,3,0.0,49.0,0
5599,8,0,0,10.0,53.0,0,0,2,1.0,1,1,0,12.0,0.0,2,3.0,66.0,1
5600,3,1,0,7.0,75.0,0,0,3,0.0,0,1,0,10.0,0.0,3,2.0,84.0,1
5601,0,1,1,5.0,77.0,0,2,3,2.0,0,0,0,12.0,1.0,0,1.0,53.0,1
5602,14,2,0,8.0,57.0,1,0,1,3.0,1,0,0,10.0,3.0,0,0.0,63.0,1
5603,9,0,1,7.0,60.0,0,0,0,3.0,1,0,1,12.0,2.0,0,2.0,46.0,1
5604,10,0,1,10.0,56.0,0,1,3,0.0,0,1,0,12.0,0.0,3,0.0,64.0,0
5605,11,2,1,5.0,23.0,1,1,2,5.0,1,0,1,10.0,1.0,3,0.0,39.0,0
5606,6,0,1,9.0,69.0,1,2,2,3.0,1,0,0,13.0,2.0,3,2.0,84.0,1
5607,14,2,1,10.0,41.0,0,3,0,2.0,1,0,0,10.0,2.0,3,2.0,64.0,1
5608,11,2,0,6.0,81.0,1,3,2,5.0,1,1,0,11.0,2.0,1,4.0,40.0,1
5609,14,2,0,2.0,59.0,1,3,1,1.0,1,1,0,12.0,1.0,3,2.0,58.0,1
5610,7,0,1,9.0,56.0,0,0,3,2.0,0,0,0,10.0,0.0,3,0.0,64.0,1
5611,10,0,1,9.0,55.0,1,0,3,2.0,0,0,0,10.0,1.0,2,1.0,64.0,1
5612,3,1,1,1.0,55.0,1,1,1,0.0,1,0,0,12.0,1.0,3,0.0,50.0,0
5613,12,0,1,13.0,34.0,0,2,0,1.0,0,1,0,10.0,2.0,0,0.0,80.0,0
5614,1,0,1,11.0,74.0,1,2,2,1.0,1,1,0,11.0,2.0,0,3.0,55.0,0
5615,7,0,1,7.0,24.0,1,0,3,1.0,1,0,0,14.0,2.0,3,1.0,57.0,1
5616,3,1,1,7.0,50.0,0,2,3,2.0,1,1,0,11.0,0.0,1,0.0,96.0,0
5617,10,0,0,11.0,46.0,0,0,0,1.0,0,1,0,12.0,3.0,2,3.0,60.0,0
5618,3,1,0,5.0,66.0,0,2,0,3.0,1,1,1,11.0,2.0,3,3.0,54.0,0
5619,10,0,0,1.0,70.0,1,2,3,5.0,1,0,0,12.0,2.0,3,0.0,78.0,0
5620,2,1,1,10.0,55.0,1,3,3,6.0,1,1,0,12.0,3.0,2,2.0,77.0,0
5621,13,1,0,2.0,54.0,1,0,0,3.0,1,0,1,8.0,2.0,2,3.0,55.0,0
5622,1,2,1,5.0,65.0,1,0,2,2.0,1,1,0,11.0,1.0,1,0.0,71.0,1
5623,0,1,1,2.0,66.0,0,3,1,2.0,1,0,0,11.0,1.0,3,2.0,87.0,1
5624,10,0,0,8.0,37.0,1,3,0,5.0,0,1,0,12.0,2.0,3,1.0,60.0,1
5625,13,1,0,1.0,55.0,1,1,2,3.0,0,0,0,10.0,3.0,1,3.0,64.0,1
5626,2,1,0,1.0,48.0,0,3,1,1.0,1,0,0,12.0,3.0,3,1.0,64.0,1
5627,6,0,0,7.0,49.0,0,3,2,3.0,1,1,0,10.0,1.0,1,2.0,59.0,1
5628,7,0,0,12.0,78.0,1,0,2,3.0,1,0,0,10.0,3.0,3,3.0,71.0,1
5629,6,0,0,10.0,50.0,1,0,1,3.0,0,0,0,11.0,1.0,3,1.0,76.0,1
5630,7,0,1,2.0,61.0,1,0,3,2.0,1,0,0,10.0,0.0,0,0.0,60.0,1
5631,11,2,1,1.0,56.0,1,1,3,5.0,1,0,0,11.0,1.0,3,4.0,82.0,0
5632,2,1,1,12.0,44.0,0,2,0,2.0,1,1,0,10.0,2.0,3,2.0,76.0,0
5633,8,0,0,7.0,28.0,1,0,0,2.0,0,0,0,14.0,1.0,0,3.0,51.0,1
5634,0,1,0,1.0,19.0,1,0,2,3.0,0,1,0,12.0,2.0,2,1.0,59.0,0
5635,9,0,0,11.0,21.0,0,3,3,2.0,0,0,0,12.0,2.0,1,1.0,55.0,1
5636,10,0,1,13.0,49.0,1,1,0,2.0,1,1,0,11.0,2.0,2,1.0,65.0,0
5637,4,2,1,1.0,56.0,1,0,3,4.0,0,1,0,12.0,2.0,2,1.0,67.0,0
5638,11,2,1,12.0,47.0,1,2,1,2.0,1,0,0,11.0,1.0,2,3.0,44.0,1
5639,2,1,0,13.0,50.0,1,3,2,1.0,0,1,0,11.0,1.0,1,1.0,77.0,1
5640,0,1,1,5.0,33.0,1,2,1,3.0,0,1,0,9.0,4.0,2,3.0,84.0,1
5641,3,0,1,4.0,67.0,1,0,0,4.0,0,1,0,10.0,3.0,0,4.0,68.0,1
5642,13,1,1,1.0,50.0,1,1,1,1.0,1,0,0,12.0,1.0,1,3.0,52.0,1
5643,12,0,1,8.0,34.0,1,3,3,1.0,0,1,0,9.0,1.0,3,3.0,80.0,1
5644,0,1,1,8.0,55.0,1,0,2,1.0,0,1,0,12.0,2.0,3,0.0,58.0,1
5645,3,1,1,1.0,69.0,1,3,0,4.0,0,0,0,11.0,1.0,1,0.0,75.0,0
5646,12,0,1,2.0,44.0,1,0,2,2.0,0,1,0,11.0,1.0,1,2.0,58.0,1
5647,4,2,1,5.0,26.0,1,3,3,4.0,0,1,1,9.0,3.0,3,1.0,45.0,0
5648,9,0,0,6.0,10.0,1,3,0,2.0,0,0,0,12.0,1.0,3,1.0,64.0,1
5649,13,1,0,13.0,51.0,1,2,2,3.0,0,0,0,11.0,0.0,1,0.0,57.0,0
5650,5,2,1,11.0,81.0,1,0,2,1.0,0,1,0,11.0,1.0,3,1.0,76.0,1
5651,6,0,1,13.0,43.0,1,1,1,1.0,1,1,0,12.0,2.0,3,2.0,41.0,0
5653,11,0,0,3.0,41.0,1,3,1,3.0,1,0,1,11.0,2.0,3,0.0,78.0,1
5654,7,0,0,11.0,69.0,1,2,3,5.0,1,0,0,14.0,0.0,1,4.0,64.0,1
5655,8,0,0,7.0,62.0,0,1,2,3.0,1,0,0,12.0,1.0,3,4.0,46.0,1
5656,0,1,1,13.0,59.0,1,1,3,3.0,1,1,0,12.0,2.0,0,0.0,61.0,0
5657,3,1,0,11.0,65.0,1,0,1,0.0,0,0,0,13.0,1.0,3,1.0,47.0,1
5658,5,2,0,2.0,55.0,0,1,3,3.0,1,0,0,10.0,1.0,3,2.0,43.0,1
5659,4,2,0,1.0,43.0,1,3,3,2.0,1,1,0,11.0,4.0,2,1.0,59.0,1
5660,1,2,0,1.0,33.0,1,3,0,3.0,0,1,0,12.0,1.0,0,0.0,54.0,0
5661,11,2,0,3.0,65.0,1,0,1,2.0,0,0,0,12.0,0.0,3,1.0,48.0,1
5662,9,0,0,3.0,53.0,0,3,0,2.0,1,1,0,11.0,1.0,3,4.0,89.0,1
5663,2,1,0,9.0,62.0,1,0,2,5.0,0,0,0,12.0,0.0,3,0.0,61.0,1
5664,11,2,1,4.0,37.0,1,0,1,0.0,0,0,0,12.0,1.0,3,2.0,61.0,1
5665,9,0,0,3.0,24.0,1,3,0,2.0,1,1,0,12.0,1.0,1,1.0,42.0,1
5666,5,2,0,7.0,50.0,1,0,3,0.0,1,1,0,10.0,1.0,3,0.0,56.0,0
5667,3,1,0,8.0,65.0,1,1,3,2.0,1,1,0,10.0,3.0,1,1.0,69.0,1
5668,2,1,1,8.0,60.0,1,1,2,1.0,1,0,0,12.0,2.0,3,1.0,53.0,1
5669,10,0,0,6.0,38.0,1,0,2,5.0,0,0,0,11.0,3.0,3,2.0,63.0,1
5670,13,1,0,8.0,42.0,1,1,2,3.0,1,1,0,14.0,3.0,0,1.0,96.0,1
5671,7,0,0,13.0,37.0,0,3,1,3.0,1,0,0,11.0,2.0,1,1.0,67.0,1
5672,11,2,1,5.0,37.0,1,3,1,4.0,1,1,0,12.0,2.0,2,0.0,85.0,1
5673,4,2,0,6.0,70.0,0,0,3,2.0,0,0,0,12.0,2.0,3,1.0,42.0,1
5674,6,0,0,1.0,55.0,1,0,1,0.0,1,0,0,11.0,1.0,3,0.0,59.0,0
5675,4,2,0,13.0,34.0,1,0,1,4.0,0,1,0,10.0,2.0,1,1.0,41.0,1
5676,0,1,1,13.0,74.0,0,0,1,3.0,1,1,0,11.0,3.0,2,2.0,71.0,1
5677,3,0,0,8.0,36.0,1,0,1,4.0,1,0,0,11.0,2.0,3,2.0,47.0,1
5678,0,1,1,8.0,38.0,1,0,2,4.0,1,1,0,8.0,2.0,3,2.0,79.0,1
5679,4,2,0,2.0,64.0,1,0,3,6.0,0,1,0,11.0,2.0,3,1.0,80.0,1
5680,2,1,1,6.0,47.0,1,0,2,1.0,1,0,0,10.0,4.0,3,1.0,64.0,1
5681,5,2,1,8.0,29.0,1,3,0,1.0,1,1,0,10.0,1.0,1,2.0,92.0,1
5682,4,2,0,8.0,76.0,0,3,3,2.0,1,1,0,12.0,0.0,2,1.0,64.0,1
5683,9,0,1,3.0,55.0,0,3,3,4.0,0,0,0,12.0,1.0,3,2.0,56.0,1
5684,11,2,0,7.0,50.0,0,0,2,5.0,0,1,0,10.0,0.0,3,1.0,62.0,1
5685,10,0,1,6.0,33.0,1,2,1,2.0,1,1,0,14.0,0.0,0,1.0,73.0,1
5686,12,0,0,7.0,43.0,0,1,3,4.0,0,1,0,13.0,2.0,2,1.0,42.0,1
5688,12,0,1,6.0,44.0,1,3,1,0.0,1,1,0,11.0,0.0,0,1.0,64.0,1
5689,1,2,0,4.0,48.0,0,1,0,2.0,0,0,0,12.0,1.0,0,2.0,60.0,1
5690,1,2,1,6.0,67.0,1,0,2,4.0,0,1,0,10.0,2.0,3,1.0,62.0,1
5691,9,0,0,3.0,55.0,0,0,1,5.0,0,0,0,9.0,2.0,3,1.0,70.0,1
5692,4,2,0,11.0,57.0,0,1,1,3.0,1,1,0,12.0,2.0,3,0.0,32.0,0
5693,10,0,1,11.0,61.0,1,0,2,1.0,0,0,0,11.0,0.0,1,3.0,59.0,1
5694,5,2,0,2.0,54.0,0,0,1,3.0,1,1,0,11.0,2.0,3,0.0,52.0,1
5695,12,0,0,9.0,26.0,1,2,0,5.0,1,1,0,11.0,1.0,1,3.0,59.0,0
5696,14,2,1,5.0,46.0,0,0,3,4.0,0,1,0,10.0,1.0,3,2.0,62.0,1
5697,3,1,0,3.0,25.0,1,2,0,2.0,0,0,0,12.0,0.0,1,1.0,67.0,1
5698,7,0,0,4.0,48.0,0,2,3,0.0,0,0,0,10.0,0.0,3,2.0,84.0,1
5699,5,2,0,5.0,68.0,1,0,0,3.0,0,0,0,9.0,2.0,3,1.0,30.0,1
5700,14,2,1,12.0,52.0,1,2,1,0.0,0,0,0,12.0,1.0,0,0.0,48.0,1
5701,7,0,1,11.0,44.0,0,3,3,3.0,0,1,0,11.0,3.0,1,1.0,35.0,1
5702,6,0,0,2.0,29.0,1,2,1,1.0,1,1,0,8.0,3.0,1,4.0,82.0,1
5703,6,0,1,5.0,58.0,0,3,0,1.0,0,0,0,11.0,2.0,2,4.0,84.0,1
5704,2,1,1,12.0,50.0,1,3,1,0.0,0,0,0,12.0,1.0,3,4.0,64.0,1
5705,9,0,0,3.0,47.0,0,2,0,1.0,1,0,0,11.0,0.0,3,2.0,66.0,1
5706,4,2,0,6.0,35.0,1,3,3,4.0,1,1,0,8.0,1.0,0,2.0,80.0,1
5707,8,0,0,13.0,38.0,1,0,0,3.0,0,0,0,12.0,1.0,3,3.0,79.0,1
5708,10,0,0,9.0,69.0,1,1,0,3.0,1,0,0,9.0,0.0,3,0.0,57.0,0
5709,11,2,1,3.0,37.0,0,0,1,1.0,0,0,1,12.0,3.0,3,0.0,74.0,1
5710,11,2,0,9.0,18.0,0,1,1,1.0,1,0,0,11.0,2.0,3,0.0,68.0,0
5711,12,0,0,8.0,68.0,1,2,1,3.0,0,0,0,11.0,2.0,0,4.0,53.0,1
5713,12,0,0,7.0,52.0,0,0,0,3.0,1,1,0,12.0,2.0,3,3.0,93.0,1
5714,6,0,1,11.0,31.0,1,0,2,4.0,0,1,0,10.0,2.0,3,1.0,71.0,1
5715,2,1,1,1.0,43.0,1,3,1,4.0,0,0,1,12.0,1.0,2,2.0,57.0,1
5716,9,0,0,12.0,53.0,0,3,0,4.0,0,1,0,11.0,2.0,1,3.0,75.0,1
5717,9,0,1,10.0,45.0,1,1,0,3.0,0,0,0,9.0,1.0,2,1.0,52.0,0
5718,12,0,0,2.0,36.0,0,1,3,2.0,0,0,1,9.0,0.0,2,1.0,72.0,1
5719,1,2,1,12.0,53.0,0,0,2,4.0,1,1,0,13.0,0.0,3,0.0,81.0,1
5720,8,0,1,4.0,51.0,1,1,2,3.0,0,0,1,12.0,1.0,0,0.0,72.0,0
5721,13,1,0,1.0,54.0,1,1,2,5.0,0,0,0,13.0,2.0,3,0.0,56.0,0
5722,8,0,1,7.0,81.0,1,0,3,0.0,0,0,0,13.0,2.0,2,0.0,66.0,0
5724,4,2,1,8.0,35.0,1,3,1,2.0,1,0,0,11.0,1.0,3,3.0,88.0,1
5725,12,0,1,13.0,46.0,1,0,3,4.0,1,1,1,9.0,2.0,2,1.0,73.0,0
5726,3,1,0,9.0,64.0,1,0,2,3.0,1,1,0,12.0,3.0,2,3.0,48.0,1
5727,5,2,0,12.0,43.0,0,1,2,1.0,1,1,0,12.0,3.0,3,2.0,62.0,1
5728,9,0,0,1.0,28.0,0,0,0,1.0,1,0,0,11.0,2.0,3,2.0,62.0,1
5729,9,0,0,3.0,50.0,0,0,0,3.0,1,1,0,9.0,2.0,1,3.0,47.0,1
5730,13,1,0,1.0,53.0,1,0,3,4.0,0,0,0,14.0,0.0,3,2.0,62.0,0
5732,4,2,0,7.0,46.0,1,0,0,1.0,0,1,0,13.0,0.0,3,2.0,41.0,0
5733,3,1,1,2.0,58.0,1,2,0,1.0,1,1,0,11.0,1.0,2,3.0,64.0,1
